Yr,Mo,Dy,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
1964,7,5,12.42,10.46,5.88,6.96,10.08,7.21,8.42,8.75,9.38,9.67,13.33,14.17
1964,7,6,9.5,7.62,6.87,5.25,9.17,5.91,6.42,7.41,6.63,7.75,10.75,14.67
1964,7,7,20.3,18.38,17.79,11.46,19.7,13.29,19.41,17.83,14.88,17.83,23.83,28.46
1964,7,8,17,13.67,12.38,10.04,16.96,11.54,16.21,13,13.54,14.79,18.05,27.25
1964,7,9,14.58,12.83,10.54,8.29,15.79,10.5,14.5,12.21,13.21,14.46,15.92,25.62
1964,7,10,14.12,12.71,11.63,7.58,14.37,9.25,12.25,10.04,10.41,11.42,16.42,16.29
1964,7,11,13.67,12.67,15.29,7.5,12.96,8.71,13.42,10.58,11.34,10.21,13.46,19.79
1964,7,12,8.25,5.5,7.79,3.63,7.08,4.92,6.54,6.08,6.38,5.37,8.71,12.12
1964,7,13,14.62,15.67,12.62,10.96,16.08,10.54,9.54,12.25,11.34,12.62,16.33,17.79
1964,7,14,15.09,15.21,18.05,10.58,14.67,11.34,13.54,14.79,11.5,15.79,23.58,17.41
1964,7,15,11.42,12.38,13.37,7.12,12.83,8.63,11.58,14.42,8.5,13.67,22.37,17.75
1964,7,16,6.79,9.46,7,5.46,9.96,6.08,4.29,6.21,4.75,6.42,13.88,7.96
1964,7,17,4.08,3.79,3.37,3.92,5.71,3.37,4.08,4.58,3.67,4.33,6.38,4.5
1964,7,18,11.54,9.5,4.12,4.08,10.21,4.92,4.63,9.87,5.29,5.33,10.79,8.5
1964,7,19,11.92,7.25,8.67,5.41,6.58,4.67,7.79,5.04,6.38,6.54,6.67,11.34
1964,7,20,6.46,7.96,6.17,3.04,5.91,2.96,2.5,3.46,3.58,3.67,8.87,6.83
1964,7,21,8,7.62,3.67,3.83,8.33,4.04,1.96,5.04,3.08,4.54,6.29,7.96
1964,7,22,6.42,3.21,2.5,3.79,4.42,2.83,4.63,3.71,5.21,5.66,6.46,9.04
1964,7,23,7.25,5.09,3.83,4.17,7.41,4.83,6.83,6.42,6.25,7.58,10.83,12.33
1964,7,24,9.13,11.29,11.21,5.58,10.92,9.25,9.96,14.33,9.38,12.46,16.21,14.92
1964,7,25,5.88,7,7.75,4.46,7.17,5.79,8.17,7.38,7.04,7.29,9.54,13.83
1964,7,26,7.46,4.21,8.58,4.63,4.25,2.92,3.96,5.17,5.09,6.21,14.12,15.37
1964,7,27,10.37,9.75,11.63,7.33,16.92,11.54,15.09,13,12.75,12.42,19.75,24.5
1964,7,28,10.71,9.33,7.67,7.21,13.83,12,11.96,10.17,9.67,8.5,12.04,17.16
1964,7,29,8.21,5.91,9.38,3.13,9.59,8.33,6.71,7.79,6.83,6.83,12.67,12.12
1964,7,30,6.92,6.21,10.5,4.92,10.63,7.08,10.13,9.67,8.46,9.75,13.75,16.58
1964,7,31,11.83,8.75,10.21,8.92,17.54,11.79,13.79,12.29,13.17,13.37,16.75,20.25
1964,8,1,16.88,10.34,13.04,11.54,17.75,13.5,16.54,15.04,14.21,14.42,15.41,17.04
1964,8,2,13.08,7,10.92,7.58,11.96,9.25,14.04,12.5,10.5,13.08,12.96,17.79
1964,8,3,7.92,7.08,5.96,4.21,8.5,5.5,8.71,7.46,6.71,8.75,9.25,16.66
1964,8,4,5.79,2.92,5.33,2.21,4.21,2.29,4.42,5.41,2.33,6,10.92,10.34
1964,8,5,8.04,7.08,11.04,4.75,8.33,5.91,7.67,8.5,7.12,10.79,14.5,14.46
1964,8,6,12.96,9.42,9.42,5.04,12.42,7.25,6.83,8.87,8.04,8.54,13.7,14.33
1964,8,7,16.17,14.71,8.46,7.67,15.96,9.62,9.21,10.21,8.33,9.5,14.67,9.5
1964,8,8,11.25,6.13,8.04,6.63,9.59,5.88,6.96,3.46,6.87,7.58,7.17,10.17
1964,8,9,7,4.96,6.83,3.46,4.42,4.63,4.88,3.75,3.5,6,6.63,9.96
1964,8,10,3.33,5.09,3.67,2.46,5.79,3.5,3.08,2.33,3.08,2.29,3.83,6.08
1964,8,11,6,2.58,7,1.79,7.21,1.29,3.63,2.21,4.42,4.67,4.63,7.33
1964,8,12,7.54,2.25,11.38,1.79,5.71,3.67,2.46,4.67,4.21,4.75,8.58,4.88
1964,8,13,4.92,3.13,16.71,4.04,4.75,5.71,5.09,4.58,4.04,5.21,10.34,5.54
1964,8,14,5.25,2,11.46,2.71,3.08,2.75,3.04,1.63,2.58,3.79,7.79,4.29
1964,8,15,4.21,6.13,4.67,2.79,5.54,2.58,2.79,2.37,2.25,4.83,5.33,5.63
1964,8,16,15.59,10.21,11.25,7.71,13.08,10.13,7.08,8.5,7.5,8.71,10.17,9.62
1964,8,17,12.54,7.79,15.79,7.33,9.67,7.58,13.42,7.5,7.92,11.29,11.5,16.38
1964,8,18,21.92,19.12,14.17,11.25,18.5,10.37,15.09,15.79,13.13,16.5,24.83,30.46
1964,8,19,12.54,7.71,11.46,7.83,10.79,6.67,10.67,7.92,9.25,12.21,10.34,15.83
1964,8,20,4.63,4.17,4.58,1.67,5,1.96,5.71,4.08,3.54,5.46,5.41,6.58
1964,8,21,6.87,4.96,6.58,2.88,6.17,2.46,4.25,5.58,3.25,5.21,12.04,11.42
1964,8,22,9.33,10.08,10.67,3.96,11.67,8.04,9.42,10.5,8.5,11.67,18.34,18
1964,8,23,19.55,17.54,18.88,9.71,14.75,12.25,13.62,15.12,10.41,15.59,21.92,20.46
1964,8,24,15.83,14.25,17.04,10,15.87,12.25,15.34,14.12,11.5,15.46,19.29,22.29
1964,8,25,15.09,16.38,15.37,10.88,14,12.42,13,13.46,11.71,14.92,20.62,16.62
1964,8,26,11.75,9.5,12.38,6.42,9.71,6.42,8.04,3.21,6.87,9.59,8.79,9.83
1964,8,27,8.67,8.29,10.5,4.96,7.46,5,7.12,4.04,4.67,5.66,7.04,5.46
1964,8,28,12.25,10.71,9.08,6,11.46,6.87,11.34,6.87,7.33,8.38,9.54,9.5
1964,8,29,7.12,6.71,7.83,5.13,4.29,4.58,9.25,4.88,7.04,9.54,7.04,16.13
1964,8,30,7.41,5,6.92,2.08,4.54,1.71,4.38,2.46,1.58,2.83,3.5,6.58
1964,8,31,14.12,14.09,11.54,5.21,12.87,8.54,7.21,8.96,6.96,8.75,9.17,10.34
1964,9,1,17.71,16,12.71,8.21,15.37,11.17,11.29,11.17,9,11.46,15.59,14.42
1964,9,2,8.75,10.67,9.96,5.54,10.88,8,10,8.46,6.67,7.96,10.54,12.71
1964,9,3,5.83,2.25,3.46,1.87,6,1.79,2.04,2.58,2,2.08,5.96,3.67
1964,9,4,6.71,3.21,4.29,2.42,5.25,1.17,2.46,2.17,2.37,4.08,4.5,4.71
1964,9,5,11.63,8.04,8.71,5.04,11.12,6.79,5.63,8.87,6.71,6.75,11.17,10.34
1964,9,6,10.58,4.63,5.83,6.04,10.29,6.75,8.58,7.54,7.87,9.42,11.08,14.54
1964,9,7,10.88,9.04,9.62,6.5,13,9.67,10.37,12.33,10.34,11.17,15.71,18.12
1964,9,8,9.42,7.67,11.25,5.75,10.88,8.04,12.33,10.21,9.96,9.38,16.42,17.58
1964,9,9,8.46,10.29,10.88,6.04,10,8.42,13.29,12.79,9,10.21,16.5,16.42
1964,9,10,14.09,13.96,14.5,8.71,11.58,10.04,14.58,10.5,10.37,11.92,17.33,15.37
1964,9,11,10.21,5.66,9.42,6.87,8.96,7.5,10.75,9.33,9.54,12.12,12.67,18.5
1964,9,12,9.42,9.33,7.38,3.67,8.83,4.29,4.5,6.87,4.88,6.08,8.54,9.79
1964,9,13,12.75,11.75,13.17,8.29,9.62,6.96,9.17,9.33,7.5,10.46,16.66,14.21
1964,9,14,17.67,13.46,14.04,8.29,15.12,9.96,9.42,11.21,11.71,13.54,17.96,18.63
1964,9,15,16.04,14.12,16.04,8.71,15.96,10.92,10.13,11.46,10.58,13.79,19.5,17.41
1964,9,16,16.79,12.79,12.25,7.41,13.37,9.29,8.08,7.96,8.83,9.5,12.87,15.87
1964,9,17,12,10.41,7.96,6.42,12.62,7.75,9.29,7.21,8.38,9.67,12.42,17.58
1964,9,18,9.29,9.96,9.62,5.66,11.67,7.75,10.75,7.46,7.62,7.87,14.75,15.87
1964,9,19,11.12,12.5,9.21,7.17,13.92,9.71,15.12,10.34,10.71,11.46,17.04,22.42
1964,9,20,11.38,6.21,9.87,5,8.75,6.21,10.17,5.37,8.87,7.38,11.17,12.67
1964,9,21,14.54,15.04,11.42,6.79,11.87,8.87,8.33,10.67,7.54,8.67,18.41,14.12
1964,9,22,18.12,18.38,17.54,10,16.04,12.54,14.21,16.42,11.34,18.54,18.5,14.58
1964,9,23,9.62,9.83,10.88,7.54,12.25,7.38,6.83,9.08,9,12.04,10.46,11.87
1964,9,24,22.67,15.75,20.12,12.67,18.5,13.21,15.04,14.88,13.04,14.62,15.34,15.09
1964,9,25,14.96,10.92,15.29,7.96,12.92,7.58,10.58,14.21,9.33,14.33,25,21.29
1964,9,26,10.58,6.46,10.92,5.88,11.17,7.33,9.08,8.54,8.33,9.79,12.5,14.92
1964,9,27,4.08,2.88,6.46,0.87,5,2.21,6.25,2.21,3.83,4.5,8.83,15.59
1964,9,28,3.21,7.58,7,3.33,7.58,5.13,6.87,9.04,4.67,8.12,15.83,15.29
1964,9,29,4.04,3.13,5.37,2.08,4.79,2.29,5.88,4.63,4.67,7.71,6.75,9.62
1964,9,30,9.21,1.75,15.29,1.58,3.67,0.92,3.67,2.25,3.63,3.08,4.08,3.88
1964,10,1,5.83,2.58,13.13,1.79,2.58,1.29,3.08,3.58,2.13,1.96,4.42,3.58
1964,10,2,8.67,4.21,10.96,2.75,5.17,3.08,6.96,5.54,6.21,8.12,6.13,8.12
1964,10,3,10.75,10.54,8.58,3.58,10.67,6.46,7.67,7.12,5.63,8.67,10.04,15.87
1964,10,4,12.21,15.92,12.08,6.83,15.83,8.58,6.87,12.79,7.79,10.17,15.5,14.5
1964,10,5,16.88,10.96,13.29,8.54,12.12,9.08,10.41,8.96,9.42,11.75,10.08,13.21
1964,10,6,22.92,20.71,18.71,10.92,18.08,14.17,16.46,14.21,12.33,15.21,16.25,14.17
1964,10,7,19.04,18.79,14.88,10.88,19.67,10.96,18.71,12.75,13.92,13.04,20.46,21.67
1964,10,8,17.71,16.83,10.41,8.67,15.5,10.17,14.83,10.79,12.46,10.41,20.04,22.34
1964,10,9,15.09,15.75,9.21,6.71,14.29,6.96,7.12,5.04,7.71,7.21,8.21,7.87
1964,10,10,13.59,9.62,12.12,8.5,8.79,7.62,15.37,3.63,10.83,13.54,9.08,10.92
1964,10,11,8.71,7.08,11.42,5.5,4.96,3.63,8.71,3.96,5.96,8.5,7.25,13.17
1964,10,12,5.75,5.37,7.83,3.54,4.88,3.04,6.75,3.21,3.13,4.63,7.83,8.46
1964,10,13,6.13,2.75,6.67,2.75,5.58,4.79,9.08,4.88,4.67,8.38,10.63,12.08
1964,10,14,14.5,12.08,9.71,6.42,10.21,7.54,9.13,7.33,7.12,8.79,16.46,13.42
1964,10,15,21.71,16.5,14.5,14.09,18.08,12.58,12.04,12.62,12.67,10.08,21.5,14.5
1964,10,16,10.21,9.59,9.62,7.04,8.33,6.96,10.13,6.71,8.25,8.58,10.13,16.79
1964,10,17,6.83,7.08,4.58,3.04,9.04,5.29,5.58,5.25,3.04,5.54,10.04,9.62
1964,10,18,7.67,11.38,9.83,3.21,6.25,5.96,4.17,9.54,4.21,9,12.21,11.54
1964,10,19,12.29,12.67,10.46,7.04,10.75,6.13,5.17,8.12,6.13,9.87,19.04,13.21
1964,10,20,7.54,8.38,7.79,1.96,4,3.42,5.75,5.33,3.67,7.92,11,10
1964,10,21,5.09,5.17,9.79,3.71,5.71,3.04,5.25,5.58,3.96,4.29,9.29,10.79
1964,10,22,14,11.96,8.17,6.75,13.25,9,12,9.5,11.21,12.29,20.58,24.71
1964,10,23,25.17,21.67,15.54,12.71,18.5,12.29,14.71,14.21,13.29,14.88,22.34,28.04
1964,10,24,9.67,8.54,8.75,4.08,9.13,6.5,10.37,6.25,8,9.08,11.54,16.96
1964,10,25,6.63,7.25,5.54,3.17,7.92,5.33,6.25,8.17,5.96,8.21,13.5,12.08
1964,10,26,13.67,11.08,11.75,5.09,7.67,6.63,6.25,9.96,5.83,11.12,15.37,14.37
1964,10,27,14.12,9.87,8.17,6.92,11.04,7.67,2.54,10.5,6.63,10.58,12.87,17.04
1964,10,28,8.42,11.54,4.96,2.54,9.71,5.25,2.46,8.67,4.5,7.87,11.96,12.87
1964,10,29,4.88,8.79,2.37,1.46,7.67,2.54,1.92,4.75,2.75,5.5,10.75,11.58
1964,10,30,6.58,10.04,7.04,1.54,8.38,3.33,1.75,6.04,2.62,4.04,7.54,9.79
1964,10,31,15.29,10.41,13.04,4.75,9.96,6.5,6.21,6.54,4.5,5,5.66,10.71
1964,11,1,12.87,11.92,10.5,3.37,11.12,3.63,2.46,4.63,3.54,3.63,7.5,7.83
1964,11,2,8.58,5,13.7,3.46,5.63,2.62,6.17,3.25,3.42,3,7.29,13.5
1964,11,3,10.21,6.58,21.59,6.5,6.29,4.71,8.54,5.54,5.96,5,6.17,12.25
1964,11,4,11.42,11.92,19.87,6.38,9.62,5.46,9.67,7.29,6.25,6.17,4.88,10.29
1964,11,5,9.46,6.71,18.46,6.54,9.42,3.04,8,5.88,4.88,3.88,1.5,3.63
1964,11,6,8.54,4.21,14.54,4.83,6.83,1.58,5.88,3.37,2.96,2.42,2.67,5.96
1964,11,7,10.75,8.54,12.33,2.96,6.63,3.75,9.21,6.63,3.25,5.79,7.38,8.71
1964,11,8,10.25,10.58,10.08,5.41,9,6.5,7.71,6.34,4.83,5.75,8.75,8
1964,11,9,5.5,6.17,6.13,1.25,7.96,1.08,3.46,4.04,2.13,4.71,8.33,11.67
1964,11,10,7.33,10.96,6.96,1.58,8.12,4,2.96,4.25,3.67,4.96,9.5,10.29
1964,11,11,13.83,14.79,13.08,6.08,12.46,9.42,8.96,12.71,7.87,11.67,16.21,17.29
1964,11,12,12.21,12.46,9.42,6.58,13.92,8.54,14.04,9.25,8.42,11.38,18.38,20.04
1964,11,13,20.54,19.92,18.12,10.34,15.87,12.04,16.13,15.21,11.71,15.92,24.04,22.83
1964,11,14,22,20.58,18.21,13.59,22.92,16.54,24.08,19.38,17.04,20.96,30.88,32.46
1964,11,15,19.62,19.95,16.08,11.75,17.5,13.5,17.88,13.83,13.96,13.37,23.63,23.87
1964,11,16,13.04,11.75,11.71,11.34,14.33,10.41,17.33,9.5,13.46,12.79,15.16,22.21
1964,11,17,15.5,16.54,11.75,5.17,11.54,7.67,9.62,8.17,6.58,6.5,10.5,9.08
1964,11,18,15.09,16.66,15.5,7.04,11.42,10.54,12.42,15.09,9,14.46,21.46,16.33
1964,11,19,7.83,8.42,8.67,4,7.12,5.66,11.29,8.67,6.13,9.79,16.38,15.12
1964,11,20,5.66,8.96,10.21,3.13,4.83,2.75,9.25,13.17,4.79,10.21,16.71,14.96
1964,11,21,3.25,9.21,6.13,0.75,5.33,2.5,6.46,7.29,3.54,7.33,14.96,12.96
1964,11,22,14.67,11.71,12.54,5.46,7.41,6.5,11.63,10.5,6,9.46,14.58,15.12
1964,11,23,10.13,9.25,8.87,5.46,10.54,8.54,13.54,11.12,10.34,12.79,19,18.88
1964,11,24,14.79,12.71,15.54,9.83,16.58,13.46,18.16,12.83,15,16.25,20.21,22.21
1964,11,25,9.87,7.79,8.79,4.5,7.62,5.13,8.5,6.17,5.79,7.67,10.46,15.12
1964,11,26,18.12,14.67,15.04,7.21,12.29,10.58,13.21,13.29,10.54,14.79,21.29,25.33
1964,11,27,11.21,12.87,9.42,6.34,13.59,8.08,16.08,9.71,10.75,12.42,20.21,22.75
1964,11,28,18.63,15.83,11.34,10.04,11.67,8.71,15.41,12.08,12.42,12.67,22.83,27.84
1964,11,29,24.54,17.54,19.7,11.04,15.37,7.38,14.71,12,10.13,13.92,18.34,22.63
1964,11,30,13.42,14.96,9.33,4.96,10.5,7.41,11.12,7.75,8.92,8.12,16.08,17.79
1964,12,1,23.87,18.46,14.33,9.59,12.87,8.87,12.42,11.63,9.25,11.42,18.54,19.58
1964,12,2,10.29,8.46,9.38,5.29,12.21,7.5,15.04,9.04,10.63,12.46,14.58,23.33
1964,12,3,19.5,13.33,13.7,11.42,14.83,11.58,15.79,11.58,13.04,14.09,16.75,28.62
1964,12,4,9.04,5.5,10.29,4.75,4.79,4.29,9.54,3.17,5.46,7.08,8.25,17.5
1964,12,5,9.25,10.67,9.54,5.29,12.25,8.96,16.42,9.83,10.37,10.63,17.25,16.04
1964,12,6,21.75,16.96,20.12,10.83,16.75,13.17,19.38,14.33,13.08,16.92,21.25,23.58
1964,12,7,25.84,14.54,23.96,14.71,13.62,11.25,16.75,9.87,11.5,9.92,12.62,15.63
1964,12,8,25.54,22.37,23.71,12.67,17.62,15.5,20.88,17.21,13.88,20,27.33,28.46
1964,12,9,12.96,12.42,12.58,5.29,11.92,8.38,13.54,7.17,9.08,8.92,14.67,16.83
1964,12,10,4.79,7.67,6.13,1.63,7.71,5.66,7.17,4.96,5.5,7.58,11.54,15.96
1964,12,11,17.58,17.71,17.04,8.71,15.75,12.87,14,15,11.08,14.21,25.37,22.95
1964,12,12,28.88,16.42,25.29,7.83,10.96,7.29,12.75,7.46,7.46,10.96,13.29,18.96
1964,12,13,17.54,14.88,13.79,9.67,15.54,10.41,15.71,10.25,12.12,11.79,18.38,19
1964,12,14,4.75,3.17,5.88,0.54,4.71,3.92,8.87,2.17,4.54,7.62,10.21,13.62
1964,12,15,16,12.08,11.34,5.58,11.71,10.54,7.83,12.54,8.38,13.33,18,19.08
1964,12,16,15.09,15.92,8.96,6.5,11.25,8.08,9.87,12.67,9.29,13.79,24.41,20
1964,12,17,18.34,13.04,16.17,9.5,11.34,7.08,8.21,8.33,7.75,9.92,13.13,17.12
1964,12,18,6.29,2.25,4.63,1.29,3.83,0.04,3.21,0.54,0.75,1.17,5.46,5.66
1964,12,19,7.17,4.54,7.41,2.17,3.08,0.96,6.29,2.88,2.08,4.5,9.79,12.67
1964,12,20,15.87,11.87,26.2,8.46,6.58,3.63,10.21,7.08,5.83,9.96,13.62,17.5
1964,12,21,13.29,13.21,27.5,8.12,12.25,5.79,14.37,7.75,8,10.88,12.38,17.37
1964,12,22,14.67,9.62,20.71,6.63,11,4.63,15.04,9.79,7.54,9.83,8.08,10.17
1964,12,23,11.17,7.87,12.04,5.88,7.79,4,10.34,4.46,5.5,8.75,3.04,5.25
1964,12,24,15.5,10.5,13.75,7.67,7.12,3.58,10.17,7.87,6.87,9.17,16.33,21.75
1964,12,25,13.08,7.58,14.12,6.71,6.58,4.96,10.79,4.38,7,7.83,12,17.75
1964,12,26,8.87,11.12,5.96,2.75,8.17,5.79,8.71,5.25,5.63,8.83,11.92,12.5
1964,12,27,21.67,16.17,20.88,8.71,8.87,5.79,10.37,7.17,6.08,8.12,11.96,12.54
1964,12,28,7.17,6.08,7.67,1.54,7,4.5,6.96,5.79,4.25,8.71,10.88,17.33
1964,12,29,17.71,18.29,15.63,7.92,17.33,12.71,17.88,11.17,12.08,15.29,22.75,22.08
1964,12,30,23.38,24.17,18.75,11.5,22.75,15.96,20.3,14.29,14.46,17.33,30.46,26.83
1964,12,31,16.33,19.25,13.37,10.08,17.04,12.54,19.83,13.79,12.67,15.04,21.37,23.58
1965,1,1,9.54,11.92,9,4.38,6.08,5.21,10.25,6.08,5.71,8.63,12.04,17.41
1965,1,2,11.75,9.83,10.13,4.71,7.62,4.29,7.79,5.13,5.25,5.91,12.12,14.96
1965,1,3,13.7,7.04,15.16,6.42,5.91,0.83,8.63,4.83,4.38,6.92,7.92,13.7
1965,1,4,4.04,4.21,6.46,1.21,2.75,2.08,7.71,3.13,2.04,6,12.08,15.67
1965,1,5,8.63,12.67,6.34,0.46,9.42,5.96,7.62,6.79,5.13,6.54,17.62,17.04
1965,1,6,16.79,16.62,14.88,5.33,11.83,9.13,14.79,13.33,7.41,14.42,21.92,19.58
1965,1,7,14.5,15.37,14.54,6.17,12.17,9.08,13.17,10.58,9.38,14.37,16.38,16.88
1965,1,8,13.04,15.29,8.79,7.17,13.62,9.04,13.21,11.5,9.75,12.87,20.21,22.67
1965,1,9,22,21.67,16.5,14.58,22.34,16.96,21.84,21.84,18.88,12.54,18.84,22.17
1965,1,10,28.88,23.38,24.92,15.59,15.96,16.13,19.62,17.37,13,20.25,21.71,19.67
1965,1,11,22,18.38,20.25,11.54,17.29,14.5,18.12,15.25,13.46,20.79,22.83,23.71
1965,1,12,15.29,18.88,12.79,10.34,17.62,12.75,17.21,13.75,12.5,15.83,23.87,23.04
1965,1,13,28.12,26.46,20.25,16.88,26.25,19,23.45,21.96,20.91,22.71,28.21,25.75
1965,1,14,16.92,22.67,15.41,11.5,21.46,12.62,20.12,12.38,14.29,16.66,24.71,28.58
1965,1,15,16.83,19.33,11.79,8.79,14.46,10.75,17.08,12.38,11.46,13.33,20.08,21.34
1965,1,16,25.75,27.25,19.55,13.88,25.66,16.29,18.84,17.21,17.54,15.25,27.58,22.88
1965,1,17,32.17,33.04,21.71,22.63,37.54,26.16,28.5,30.63,25.88,20.96,39.04,27.84
1965,1,18,17.08,15.5,11.75,11,14.37,10.29,16.96,11.17,13.37,10.92,18.34,14.09
1965,1,19,12.71,11.46,11.54,6.71,10.63,7.75,10.63,8.67,7.5,8.79,12,9.87
1965,1,20,16.54,15.59,19.87,9,12.42,11.79,20.12,13.7,12.29,14.33,15.5,20.83
1965,1,21,16.66,15.59,13.92,6.29,13.04,9.54,10.63,9.38,7.58,10.63,17.41,19.33
1965,1,22,12.38,12.79,9,5.75,11.67,8.08,11.34,8.38,8.17,8.12,15.5,16
1965,1,23,16.79,12.83,13.29,7.38,14.37,9.59,9.92,10.21,8.79,11.67,12.75,16.42
1965,1,24,3.71,1.75,7.21,1,3.54,0.79,5.58,0.54,1.04,3.08,3.33,7.83
1965,1,25,7,3.21,17.08,3.5,4.21,4.42,5.5,5.21,4.38,5.37,7.17,8.12
1965,1,26,10.08,8.5,15.96,5.71,7.58,5.04,8.87,7.79,6,8.42,7.17,16.92
1965,1,27,10.83,11.63,14.17,6.17,8.38,4.75,9.33,11.46,7.33,12.33,12.17,21.42
1965,1,28,13.37,15.63,19,7.67,10.75,4.63,10.29,8.58,7.17,7.96,5.75,11.79
1965,1,29,15.59,17.33,23.25,8.21,14.17,6.25,13.29,9.08,8.12,8.87,7.08,7.79
1965,1,30,18.88,21.25,27.12,8.92,13.83,8.17,15.09,9.96,9.13,8.08,9.79,16.96
1965,1,31,16.42,14.88,21.87,7.12,14.29,4.92,13.88,10.79,9.04,10.34,10.96,14.29
1965,2,1,15.83,9.71,15.29,5,9.29,6.96,8.63,7.96,6.79,5.17,9.5,6.34
1965,2,2,16.88,15.04,12.92,6.87,11.5,9.83,8.83,7.58,4.88,8.12,7.92,4.83
1965,2,3,8.67,3.17,12.38,2.46,6.21,2.71,4.21,4.5,3.88,5.83,5.13,7.12
1965,2,4,6.63,2.75,12,4,3.96,3.08,3.63,3.25,2.42,3.88,7.46,13.42
1965,2,5,7.92,4.88,7.71,2.08,2.5,0.29,5.66,1.46,2.17,2.75,5.21,12.08
1965,2,6,8.75,2.21,9.87,4.25,3.96,0.08,4.79,1.67,2.88,4.21,2.04,9.54
1965,2,7,9.21,7.21,13.67,7.29,7.17,3.33,9.38,6.83,6.08,8.38,7.92,14.92
1965,2,8,6.92,6.46,13.92,4.25,4.42,1.46,4.79,4.5,3.21,4.54,5.04,12.21
1965,2,9,5.79,4.08,5.79,3.75,4.75,0.92,6,2.33,4.42,5.58,4.17,12.42
1965,2,10,8.75,2.21,6.04,3.46,7.67,2.21,7.29,5.09,5.33,6.04,5.33,11.25
1965,2,11,7.62,5.96,6.87,4.71,9.62,6.87,12.87,8.75,8.92,11.34,15.21,17.29
1965,2,12,14.71,14.46,14.33,10.29,17.46,13.21,21.04,14.21,16.42,16.33,20.21,28.04
1965,2,13,18.75,14.42,17.71,12.75,14.67,11.75,18.63,13.37,14.54,19.04,19.25,32.63
1965,2,14,6.71,2.5,11.79,4.29,4.17,2.79,9.29,2.37,5.83,8.92,3.5,18.75
1965,2,15,2.92,2.79,8.38,3.63,1.92,1.58,8.33,1.17,5.17,6.08,4.42,10.71
1965,2,16,3.79,3.58,6.75,2.92,1.25,0,5.88,0.17,3.46,3.54,4.75,10
1965,2,17,7.92,6.83,12.96,5.66,5.79,2.42,9.42,4.75,5.29,6.17,4.33,7.96
1965,2,18,6.75,5.04,7.29,3.21,5.04,1.87,4.25,3.88,2.79,4.21,6.17,5.13
1965,2,19,9.5,6.87,19.33,8.33,8.04,7.83,13.46,8.79,8.29,11.92,10.58,16.25
1965,2,20,14.37,12.79,17.79,7.5,13.04,8.21,15.92,13.67,10.29,11.83,13.21,20.67
1965,2,21,12.38,10.88,17.58,7,10.17,5.88,11.83,8.83,7.58,9.59,7.71,12.79
1965,2,22,9.13,7.58,14.62,6.54,7.58,3.96,10,6.04,5,4.21,7.67,10.75
1965,2,23,6.87,4.88,8.79,3.71,5.5,2.29,7.41,4.88,3.71,7.54,8.54,14.21
1965,2,24,9.04,9.5,9.59,4.63,8.58,5.46,12.42,9.5,7.46,9,11.54,16.13
1965,2,25,11.17,8.71,10.83,4.12,7,1.63,4.79,2.79,3.29,1.87,4.21,9.75
1965,2,26,10.71,5.54,10.21,6.71,7.83,3.46,10.83,5.58,5.79,8.63,7.54,16.29
1965,2,27,4.04,2,6.08,1.96,3.79,1.17,8.46,2.25,3.5,3.58,3.67,8.92
1965,2,28,8.17,6.38,7.21,5.33,6.17,3.29,11,5.66,5.66,7.38,8.46,18.46
1965,3,1,15.41,18.5,18.75,7.54,14.5,9.42,17.33,14.29,10.83,15.04,18.66,24.17
1965,3,2,8.25,8.5,10.54,3.88,7.83,4.5,8.79,7.75,4.63,7.75,16.79,19.41
1965,3,3,17.67,12.92,15.5,8.08,14.79,8.42,14.83,10.13,9.54,14.17,13.08,23.87
1965,3,4,16.38,18.63,28.42,11.54,15.67,13.33,22.46,16.66,13.75,15.96,16.21,25.88
1965,3,5,12.21,7.5,13.42,6.71,4.96,4.29,11.54,4.25,4.17,8.63,6.34,12.58
1965,3,6,4.58,4.46,3.88,1.83,4.5,3.13,8.46,3.25,2.42,4.92,7.17,6.58
1965,3,7,3.92,10.29,8.04,3.13,7.71,5.41,10.63,7.92,6.17,8.63,13.5,16.17
1965,3,8,13,14.75,7.75,4.58,10.21,6.79,8.46,7.25,5.54,8.83,11.29,10.25
1965,3,9,17,20.75,14.88,10.58,18.38,11.34,9.33,12.79,9.54,13.29,13.75,14.62
1965,3,10,20.58,24.5,20.83,12.08,22.58,16.46,18.34,13.25,12.92,12.38,19.83,19
1965,3,11,18.96,14.83,19.12,9.83,17.67,13.75,12.42,12.38,10.5,11.34,17.71,17.41
1965,3,12,14.46,13.46,15.5,9.38,14.88,12.17,13.17,12.75,11.71,11.87,12.54,20.75
1965,3,13,6.21,5.5,10.79,4.38,4.29,2.96,8.58,4.12,4.92,8.04,8.21,9.79
1965,3,14,9.92,12.25,11.54,7.5,10.83,8.79,9.21,10.63,6.13,11.08,15.46,12.96
1965,3,15,18.58,20.71,16.62,10.37,19.7,13.54,15.92,14.62,13.13,15.83,22.13,20.91
1965,3,16,18.84,16.38,16.58,11.12,20.79,14.75,20.3,15.34,15.83,19.04,23.71,28.12
1965,3,17,13.25,10.88,12.96,4.21,9.04,3.63,6.63,5,4.12,6.75,7.67,14.5
1965,3,18,9.62,4.21,7.12,5.54,11.63,7.67,12.96,8.29,9.67,10.13,11.29,12.42
