"Crash Year","Crash Month","Crash Day","Time of Day","Weather Conditions (2016+)","Worst Injury in Crash","Speed Limit at Crash Site","Road Conditions","Number of Traffic Lanes","Crash: Animal Type Involved/Associated (2016+)","Crash: Drinking","Crash: Injury Crash","Crash: Fatal Crash","Total"
"2019","January","1","3:00 AM - 3:59 AM","Rain","No Injury (O)","70","Wet","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 AM - 8:59 AM","Cloudy","No Injury (O)","70","Wet","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","10:00 PM - 10:59 PM","Rain","No Injury (O)","70","Wet","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","11:00 PM - 11:59 PM","Clear","No Injury (O)","70","Wet","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","11:00 PM - 11:59 PM","Snow","No Injury (O)","70","Wet","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","10:00 PM - 10:59 PM","Snow","No Injury (O)","45","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Snow","No Injury (O)","50","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","10:00 PM - 10:59 PM","Snow","No Injury (O)","50","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","7:00 PM - 7:59 PM","Snow","No Injury (O)","55","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Rain","No Injury (O)","55","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","10:00 AM - 10:59 AM","Snow","No Injury (O)","70","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","7:00 PM - 7:59 PM","Sleet/Hail","No Injury (O)","70","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Clear","No Injury (O)","70","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Rain","No Injury (O)","70","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","5"
"2019","January","1","8:00 PM - 8:59 PM","Snow","No Injury (O)","70","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","4"
"2019","January","1","8:00 PM - 8:59 PM","Sleet/Hail","No Injury (O)","70","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","3"
"2019","January","1","9:00 PM - 9:59 PM","Rain","No Injury (O)","70","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","2"
"2019","January","1","9:00 PM - 9:59 PM","Snow","No Injury (O)","70","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","3"
"2019","January","1","9:00 PM - 9:59 PM","Sleet/Hail","No Injury (O)","70","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","10:00 PM - 10:59 PM","Clear","No Injury (O)","70","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","10:00 PM - 10:59 PM","Rain","No Injury (O)","70","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","5"
"2019","January","1","11:00 PM - 11:59 PM","Cloudy","No Injury (O)","70","Ice","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","2"
"2019","January","1","8:00 PM - 8:59 PM","Snow","No Injury (O)","70","Snow","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","2:00 AM - 2:59 AM","Unknown","No Injury (O)","Uncoded & Errors","Unknown","3","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","2:00 AM - 2:59 AM","Clear","No Injury (O)","25","Dry","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","12:00 Noon - 12:59 PM","Clear","No Injury (O)","30","Dry","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","6:00 PM - 6:59 PM","Cloudy","No Injury (O)","35","Dry","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","6:00 AM - 6:59 AM","Clear","No Injury (O)","45","Dry","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","7:00 PM - 7:59 PM","Cloudy","No Injury (O)","45","Dry","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Clear","No Injury (O)","55","Dry","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Cloudy","No Injury (O)","55","Dry","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","4:00 PM - 4:59 PM","Cloudy","No Injury (O)","70","Dry","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","10:00 PM - 10:59 PM","Unknown","No Injury (O)","70","Dry","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","1:00 AM - 1:59 AM","Rain","No Injury (O)","25","Wet","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 AM - 8:59 AM","Cloudy","No Injury (O)","25","Wet","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","3:00 AM - 3:59 AM","Rain","No Injury (O)","35","Wet","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","2:00 AM - 2:59 AM","Rain","No Injury (O)","40","Wet","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","10:00 AM - 10:59 AM","Cloudy","No Injury (O)","40","Wet","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","7:00 PM - 7:59 PM","Rain","No Injury (O)","40","Wet","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","3:00 AM - 3:59 AM","Clear","No Injury (O)","45","Wet","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","2:00 PM - 2:59 PM","Cloudy","No Injury (O)","45","Wet","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","4:00 PM - 4:59 PM","Clear","No Injury (O)","45","Wet","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","4:00 AM - 4:59 AM","Rain","No Injury (O)","55","Wet","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","2:00 AM - 2:59 AM","Cloudy","No Injury (O)","70","Wet","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Clear","No Injury (O)","35","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","6:00 PM - 6:59 PM","Clear","No Injury (O)","40","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","7:00 PM - 7:59 PM","Clear","No Injury (O)","40","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Rain","No Injury (O)","40","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","6:00 AM - 6:59 AM","Clear","No Injury (O)","45","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Snow","No Injury (O)","45","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Sleet/Hail","No Injury (O)","45","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","10:00 PM - 10:59 PM","Sleet/Hail","No Injury (O)","45","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","6:00 PM - 6:59 PM","Rain","No Injury (O)","50","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","7:00 PM - 7:59 PM","Rain","No Injury (O)","50","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","2"
"2019","January","1","8:00 PM - 8:59 PM","Clear","No Injury (O)","70","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Rain","No Injury (O)","70","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Snow","No Injury (O)","70","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Sleet/Hail","No Injury (O)","70","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","9:00 PM - 9:59 PM","Cloudy","No Injury (O)","70","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","9:00 PM - 9:59 PM","Rain","No Injury (O)","70","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","3"
"2019","January","1","9:00 PM - 9:59 PM","Snow","No Injury (O)","70","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","9:00 PM - 9:59 PM","Sleet/Hail","No Injury (O)","70","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","4"
"2019","January","1","9:00 PM - 9:59 PM","Blowing Snow","No Injury (O)","70","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","10:00 PM - 10:59 PM","Rain","No Injury (O)","70","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","2"
"2019","January","1","10:00 PM - 10:59 PM","Snow","No Injury (O)","70","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","11:00 PM - 11:59 PM","Snow","No Injury (O)","70","Ice","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Snow","No Injury (O)","70","Snow","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","9:00 PM - 9:59 PM","Snow","No Injury (O)","70","Snow","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","6:00 PM - 6:59 PM","Sleet/Hail","No Injury (O)","35","Slush","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","1:00 PM - 1:59 PM","Clear","No Injury (O)","75","Slush","4","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","2:00 PM - 2:59 PM","Cloudy","No Injury (O)","35","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","11:00 PM - 11:59 PM","Clear","No Injury (O)","35","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","12:00 Noon - 12:59 PM","Clear","No Injury (O)","40","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","12:00 Noon - 12:59 PM","Cloudy","No Injury (O)","40","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","2:00 PM - 2:59 PM","Clear","No Injury (O)","40","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","2:00 PM - 2:59 PM","Cloudy","No Injury (O)","40","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","5:00 PM - 5:59 PM","Clear","No Injury (O)","40","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","5:00 PM - 5:59 PM","Cloudy","No Injury (O)","40","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","6:00 PM - 6:59 PM","Cloudy","No Injury (O)","40","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","2"
"2019","January","1","7:00 PM - 7:59 PM","Clear","No Injury (O)","40","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","1:00 PM - 1:59 PM","Clear","No Injury (O)","45","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","2"
"2019","January","1","3:00 PM - 3:59 PM","Clear","No Injury (O)","45","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","5:00 PM - 5:59 PM","Cloudy","No Injury (O)","45","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","7:00 PM - 7:59 PM","Clear","No Injury (O)","45","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","2:00 PM - 2:59 PM","Cloudy","No Injury (O)","50","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","7:00 PM - 7:59 PM","Cloudy","No Injury (O)","50","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","1:00 PM - 1:59 PM","Clear","No Injury (O)","55","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","3:00 PM - 3:59 PM","Cloudy","No Injury (O)","55","Dry","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","6:00 AM - 6:59 AM","Cloudy","No Injury (O)","25","Wet","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","2:00 AM - 2:59 AM","Clear","No Injury (O)","30","Wet","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","3:00 AM - 3:59 AM","Cloudy","No Injury (O)","30","Wet","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","3:00 PM - 3:59 PM","Rain","No Injury (O)","30","Wet","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","11:00 AM - 11:59 AM","Cloudy","No Injury (O)","35","Wet","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","3:00 PM - 3:59 PM","Cloudy","No Injury (O)","35","Wet","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","12:00 Midnight - 12:59 AM","Snow","No Injury (O)","40","Wet","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","1:00 AM - 1:59 AM","Cloudy","No Injury (O)","40","Wet","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","6:00 PM - 6:59 PM","Clear","No Injury (O)","40","Wet","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","7:00 PM - 7:59 PM","Rain","No Injury (O)","40","Wet","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","12:00 Midnight - 12:59 AM","Rain","No Injury (O)","45","Wet","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","2:00 PM - 2:59 PM","Clear","No Injury (O)","45","Wet","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","3:00 PM - 3:59 PM","Cloudy","No Injury (O)","45","Wet","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","7:00 PM - 7:59 PM","Rain","No Injury (O)","45","Wet","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","12:00 Midnight - 12:59 AM","Snow","No Injury (O)","50","Wet","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","9:00 AM - 9:59 AM","Rain","No Injury (O)","70","Wet","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","2:00 PM - 2:59 PM","Clear","No Injury (O)","25","Ice","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","9:00 PM - 9:59 PM","Cloudy","No Injury (O)","45","Ice","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","3"
"2019","January","1","9:00 PM - 9:59 PM","Rain","No Injury (O)","45","Ice","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","2"
"2019","January","1","10:00 PM - 10:59 PM","Clear","No Injury (O)","45","Ice","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","10:00 PM - 10:59 PM","Snow","No Injury (O)","45","Ice","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","11:00 PM - 11:59 PM","Cloudy","No Injury (O)","45","Ice","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","2:00 AM - 2:59 AM","Snow","No Injury (O)","55","Ice","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","3:00 AM - 3:59 AM","Snow","No Injury (O)","55","Ice","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Snow","No Injury (O)","55","Ice","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Clear","No Injury (O)","70","Ice","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","9:00 PM - 9:59 PM","Sleet/Hail","No Injury (O)","70","Ice","5","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 PM - 8:59 PM","Clear","No Injury (O)","35","Dry","6","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","7:00 PM - 7:59 PM","Clear","No Injury (O)","40","Dry","6","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","5:00 PM - 5:59 PM","Clear","No Injury (O)","45","Dry","6","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","8:00 AM - 8:59 AM","Clear","No Injury (O)","Uncoded & Errors","Dry","6","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","1:00 AM - 1:59 AM","Clear","No Injury (O)","35","Wet","6","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","12:00 Noon - 12:59 PM","Rain","No Injury (O)","35","Wet","6","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","9:00 PM - 9:59 PM","Blowing Snow","No Injury (O)","70","Ice","6","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","2"
"2019","January","1","8:00 PM - 8:59 PM","Snow","No Injury (O)","55","Snow","6","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","12:00 Midnight - 12:59 AM","Clear","No Injury (O)","35","Dry","7","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","10:00 AM - 10:59 AM","Clear","No Injury (O)","45","Dry","7","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","11:00 AM - 11:59 AM","Clear","No Injury (O)","45","Dry","7","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","4:00 PM - 4:59 PM","Rain","No Injury (O)","45","Wet","7","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","5:00 PM - 5:59 PM","Rain","No Injury (O)","45","Wet","7","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","1:00 PM - 1:59 PM","Cloudy","No Injury (O)","30","Wet","9","Uncoded & Errors","No Drinking Involved","No Injuries (may be fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","1:00 AM - 1:59 AM","Clear","Possible Injury (C)","25","Wet","1","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","7:00 AM - 7:59 AM","Cloudy","Possible Injury (C)","70","Wet","1","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","7:00 PM - 7:59 PM","Rain","Possible Injury (C)","55","Ice","1","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","5:00 AM - 5:59 AM","Cloudy","Possible Injury (C)","25","Dry","2","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","10:00 AM - 10:59 AM","Cloudy","Suspected Minor Injury (B)","25","Dry","2","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","3:00 AM - 3:59 AM","Clear","Possible Injury (C)","30","Dry","2","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","1:00 PM - 1:59 PM","Cloudy","Possible Injury (C)","30","Dry","2","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","2:00 PM - 2:59 PM","Cloudy","Possible Injury (C)","30","Dry","2","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","6:00 PM - 6:59 PM","Clear","Possible Injury (C)","30","Dry","2","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","1:00 PM - 1:59 PM","Cloudy","Possible Injury (C)","35","Dry","2","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","3:00 PM - 3:59 PM","Cloudy","Suspected Minor Injury (B)","35","Dry","2","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","6:00 AM - 6:59 AM","Clear","Possible Injury (C)","45","Dry","2","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","2:00 PM - 2:59 PM","Cloudy","Possible Injury (C)","55","Dry","2","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","9:00 PM - 9:59 PM","Cloudy","Possible Injury (C)","55","Dry","2","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","5:00 PM - 5:59 PM","Clear","Suspected Minor Injury (B)","70","Dry","2","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","5:00 PM - 5:59 PM","Cloudy","Possible Injury (C)","75","Dry","2","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
"2019","January","1","4:00 PM - 4:59 PM","Cloudy","Possible Injury (C)","25","Wet","2","Uncoded & Errors","No Drinking Involved","Injury Crash (no fatalities)","No Fatalities (may be injuries)","1"
