STATION,NAME,Year,Decade,Month,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,11,1989-11-17,0.02,0.5,2,27,16,24,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,11,1989-11-18,0.02,0.3,1,28,20,24,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,11,1989-11-19,0.01,0.2,0,38,18,38,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,11,1989-11-20,0,0,0,55,37,42,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,11,1989-11-21,0,0,0,42,23,25,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,11,1989-11-22,0,0,0,30,20,27,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,11,1989-11-23,0,0,0,29,11,25,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,11,1989-11-24,0.01,0.2,0,35,19,33,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,11,1989-11-25,0,0,0,46,32,43,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,11,1989-11-26,0,0,0,49,32,44,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,11,1989-11-27,0,0,0,45,34,45,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,11,1989-11-28,0.19,0,0,59,27,27,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,11,1989-11-29,0.02,0.3,0,27,16,25,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,11,1989-11-30,0,0,0,39,24,36,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-01,0,0,0,39,27,33,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-02,0.22,3.8,4,38,29,30,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-03,0.07,1.4,3,30,13,18,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-04,0,0.1,3,28,9,28,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-05,0,0,1,34,20,32,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-06,0.02,0.1,1,37,28,30,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-07,0,0,1,30,10,20,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-08,0,0,1,26,14,22,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-09,0,0,1,29,12,26,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-10,0,0,0,33,25,31,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-11,0.05,0.8,1,31,21,22,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-12,0.01,0.3,1,22,11,17,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-13,0,0,1,23,5,19,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-14,0.13,1.8,2,21,13,14,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-15,0.07,0.7,3,14,-2,12,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-16,0.01,0.1,3,22,1,17,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-17,0,0,2,17,-6,6,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-18,0,0,2,19,0,15,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-19,0.15,1.3,4,21,7,17,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-20,0.02,0.4,4,17,7,8,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-21,0.04,0.4,4,8,-5,2,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-22,0,0,4,12,-9,7,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-23,0,0,4,21,-5,12,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-24,0,0,4,12,-7,9,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-25,0.03,0.5,4,19,9,19,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-26,0.12,1.8,6,26,6,14,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-27,0.07,1.5,7,21,7,20,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-28,0.01,0.2,6,30,12,27,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-29,0.01,0.1,6,32,25,29,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-30,0.28,0.6,6,29,21,27,
USC00200230,"ANN ARBOR U OF MICH, MI US",1989,1980,12,1989-12-31,0.54,0.2,4,34,27,32,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-01,0.04,0.6,4,32,26,28,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-01,0.04,0.6,4,32,26,28,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-02,0,0,4,37,21,34,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-03,0,0,4,41,26,37,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-04,0.47,0,1,43,35,35,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-05,0,0,1,35,22,28,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-06,0,0,0,34,23,31,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-07,0,0,0,44,24,40,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-08,0,0,0,43,25,40,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-09,0.21,0,0,40,33,36,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-10,0.13,0.1,0,36,31,31,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-11,0,0,0,40,29,34,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-12,0.13,2.4,1,34,23,24,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-13,0.01,0.2,1,28,19,26,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-14,0,0,0,37,21,34,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-15,0,0,0,47,34,44,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-16,0.05,0,0,46,35,44,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-17,0.18,0,0,52,43,52,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-18,0.08,0,0,52,30,30,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-19,0,0,0,32,19,30,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-20,0.35,2.1,2,30,25,29,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-21,0.08,0.7,2,34,28,31,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-22,0.02,0.2,2,37,30,35,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-23,0,0,1,35,24,34,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-24,0.03,0,0,44,34,42,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-25,0.24,0,0,46,32,33,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-26,0.01,0.1,0,33,25,29,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-27,0,0,0,48,25,47,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-28,0,0,0,49,23,34,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-29,0,0,0,35,25,34,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-30,0,0,0,38,21,34,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,01,1990-01-31,0,0,0,38,21,34,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-01,0.03,0,0,43,27,42,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-02,0.9,1.8,0,42,23,27,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-03,0,0,1,30,22,29,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-04,0.05,0.3,0,29,25,27,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-05,0,0,1,36,24,35,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-06,0,0,0,46,35,38,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-07,0.03,0,0,43,34,42,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-08,0,0,0,53,34,52,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-09,0.23,0,0,52,42,42,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-10,0,0,0,42,26,37,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-11,0,0,0,37,23,34,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-12,0,0,0,37,22,37,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-13,0.05,0,0,60,35,44,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-14,0.22,0.2,0,44,21,23,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-15,1.68,6.9,6,28,20,27,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-16,0.11,0.1,6,37,26,35,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-17,0.01,0.1,5,35,18,25,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-18,0,0,5,38,10,37,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-19,0,0,4,37,26,28,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-20,0,0,4,30,9,28,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-21,0,0,4,43,17,41,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-22,1.88,0,3,41,35,37,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-23,0.51,2,4,37,27,32,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-24,0.5,5.5,8,32,14,14,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-25,0,0,7,16,-1,14,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-26,0,0,7,22,3,21,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-27,0,0,5,38,20,36,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,02,1990-02-28,0,0,5,36,12,27,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-01,0,0,4,40,17,38,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-02,0,0,3,46,28,43,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-03,0,0,2,43,25,27,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-04,0.01,0.1,2,27,12,23,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-05,0.27,5.5,7,26,21,23,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-06,0.04,0.4,4,31,10,26,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-07,0,0,4,34,7,30,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-08,0,0,2,40,18,37,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-09,0.44,0,1,47,32,40,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-10,0.09,0,0,49,36,49,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-11,0.12,0,0,54,42,47,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-12,0,0,0,74,45,73,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-13,0,0,0,73,58,68,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-14,0,0,0,75,55,74,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-15,0,0,0,76,57,68,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-16,0.34,0,0,68,47,57,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-17,0,0,0,57,43,46,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-18,0.03,0.2,0,46,30,39,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-19,0.04,0.4,0,39,27,29,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-20,0.02,0.3,0,42,19,41,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-21,0,0,0,45,29,45,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-22,0.45,0,0,46,41,46,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-23,0.05,0.1,0,47,28,31,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-24,0,0,0,36,18,35,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-25,0,0,0,44,19,42,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-26,0,0,0,42,30,36,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-27,0,0,0,43,19,42,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-28,0,0,0,50,24,47,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-29,0,0,0,48,35,42,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-30,0.28,0,0,47,37,45,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,03,1990-03-31,0.01,0,0,49,37,49,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-01,0.35,0,0,51,42,50,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-02,0.2,0,0,50,37,40,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-03,0.1,1.3,0,40,28,32,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-04,0,0,0,52,32,48,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-05,0.09,0.2,0,48,31,37,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-06,0,0,0,38,22,36,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-07,0.03,0.5,0,36,20,34,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-08,0,0,0,52,24,49,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-09,0,0,0,61,29,56,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-10,1.01,0,0,56,36,36,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-11,0.07,0,0,41,29,38,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-12,0.05,0.8,0,39,22,37,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-13,0,0,0,52,28,51,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-14,0.37,0,0,52,39,46,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-15,0,0,0,55,31,55,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-16,0,0,0,60,29,58,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-17,0.06,0,0,59,31,38,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-18,0,0,0,54,25,54,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-19,0,0,0,63,32,60,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-20,0.32,0,0,60,51,56,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-21,0.98,0,0,66,46,63,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-22,0,0,0,71,40,71,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-23,0,0,0,73,45,72,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-24,0,0,0,83,48,82,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-25,0,0,0,87,65,86,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-26,0,0,0,86,67,83,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-27,0,0,0,84,61,83,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-28,0,0,0,83,58,78,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-29,0,0,0,78,55,69,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,04,1990-04-30,0,0,0,75,48,75,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-01,0,0,0,75,43,60,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-02,0,0,0,62,36,61,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-03,0,0,0,61,42,57,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-04,0.66,0,0,57,42,45,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-05,0.3,0,0,62,42,59,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-06,0,0,0,60,40,59,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-07,0,0,0,74,46,73,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-08,0,0,0,79,55,75,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-09,0.02,0,0,76,59,73,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-10,0.1,0,0,75,37,41,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-11,0.03,0,0,58,35,58,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-12,0.09,0,0,59,42,47,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-13,0.86,0,0,64,46,63,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-14,0,0,0,63,39,59,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-15,0.12,0,0,70,50,64,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-16,0.82,0,0,71,60,70,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-17,0.51,0,0,70,52,55,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-18,0.01,0,0,59,47,58,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-19,0,0,0,60,43,54,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-20,0.21,0,0,71,48,65,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-21,0,0,0,65,47,59,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-22,0,0,0,64,44,62,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-23,0,0,0,67,43,65,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-24,0.01,0,0,65,52,63,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-25,0,0,0,68,46,62,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-26,0.21,0,0,71,54,69,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-27,0,0,0,75,51,73,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-28,0,0,0,74,51,71,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-29,0,0,0,71,50,62,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-30,0,0,0,66,39,65,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,05,1990-05-31,0,0,0,73,45,72,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-01,0,0,0,80,47,79,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-02,0.05,0,0,80,65,68,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-03,0.61,0,0,77,60,65,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-04,0.09,0,0,69,41,59,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-05,0,0,0,63,41,60,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-06,0,0,0,74,56,73,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-07,0,0,0,77,55,76,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-08,0.43,0,0,77,57,77,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-09,0,0,0,79,64,73,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-10,0,0,0,73,56,70,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-11,0,0,0,76,54,75,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-12,0,0,0,75,57,73,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-13,0,0,0,88,60,87,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-14,0.64,0,0,87,67,75,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-15,0,0,0,81,58,80,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-16,0,0,0,84,56,83,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-17,0,0,0,90,66,89,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-18,0,0,0,91,70,79,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-19,0,0,0,79,52,72,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-20,0,0,0,73,58,73,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-21,0.07,0,0,81,62,80,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-22,0.32,0,0,80,61,66,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-23,0.3,0,0,69,57,58,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-24,0.09,0,0,71,51,69,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-25,0,0,0,81,46,80,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-26,0,0,0,80,60,77,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-27,0.18,0,0,80,60,66,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-28,0.08,0,0,73,60,66,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-29,0.06,0,0,83,65,80,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,06,1990-06-30,0.22,0,0,86,66,86,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-01,0,0,0,86,61,73,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-02,0,0,0,79,54,79,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-03,0,0,0,85,59,85,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-04,0,0,0,97,67,96,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-05,0,0,0,96,69,83,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-06,0,0,0,83,53,69,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-07,0,0,0,74,49,72,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-08,0,0,0,90,59,90,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-09,0.32,0,0,91,73,86,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-10,0,0,0,86,66,77,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-11,0.11,0,0,77,56,64,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-12,0,0,0,75,60,73,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-13,0,0,0,73,58,69,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-14,0.18,0,0,69,59,67,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-15,0,0,0,76,60,74,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-16,0,0,0,81,59,77,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-17,0.06,0,0,86,63,83,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-18,0,0,0,88,64,86,
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-19,0.16,0,0,89,64,87,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-20,0.2,0,0,87,67,73,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-21,0.03,0,0,83,62,80,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-22,0.38,0,0,82,58,61,1
USC00200230,"ANN ARBOR U OF MICH, MI US",1990,1990,07,1990-07-23,0,0,0,78,54,76,
