"Data.Precipitation","Date.Full","Date.Month","Date.Week of","Date.Year","Station.City","Station.Code","Station.Location","Station.State","Data.Temperature.Avg Temp","Data.Temperature.Max Temp","Data.Temperature.Min Temp","Data.Wind.Direction","Data.Wind.Speed"
"0.0","2016-04-24","4","24","2016","China Lake","NID","China Lake, CA","California","68","84","51","19","8.22"
"0.1","2016-04-24","4","24","2016","Concord","CCR","Concord, CA","California","65","77","52","25","3.82"
"1.31","2016-04-24","4","24","2016","Eureka","EKA","Eureka, CA","California","56","62","49","0","0.0"
"0.09","2016-04-24","4","24","2016","Fresno","FAT","Fresno, CA","California","68","81","54","20","4.68"
"0.15","2016-04-24","4","24","2016","Hayward","HWD","Hayward, CA","California","63","72","54","28","6.47"
"0.0","2016-04-24","4","24","2016","Long Beach","LGB","Long Beach, CA","California","69","81","57","26","4.58"
"0.0","2016-04-24","4","24","2016","Los Angeles","LAX","Los Angeles, CA","California","67","75","57","25","6.71"
"0.61","2016-04-24","4","24","2016","Red Bluff","RBL","Red Bluff, CA","California","63","76","50","23","6.4"
"2.81","2016-04-24","4","24","2016","Redding","RDD","Redding, CA","California","64","76","50","18","3.48"
"0.17","2016-04-24","4","24","2016","Sacramento","SAC","Sacramento, CA","California","64","77","50","23","4.58"
"0.22","2016-04-24","4","24","2016","Salinas","SNS","Salinas, CA","California","62","73","50","24","4.71"
"0.0","2016-04-24","4","24","2016","San Diego","SAN","San Diego, CA","California","69","77","61","29","5.44"
"0.15","2016-04-24","4","24","2016","San Francisco","SFO","San Francisco, CA","California","62","70","54","26","10.94"
"0.0","2016-04-24","4","24","2016","Sandberg","SDB","Sandberg, CA","California","61","72","50","22","10.71"
"0.0","2016-04-24","4","24","2016","Santa Barbara","SBA","Santa Barbara, CA","California","62","75","48","24","4.11"
"0.02","2016-04-24","4","24","2016","Santa Maria","SMX","Santa Maria, CA","California","63","78","47","30","7.11"
"0.41","2016-04-24","4","24","2016","Stockton","SCK","Stockton, CA","California","63","78","49","29","5.88"
"0.3","2016-04-24","4","24","2016","Alamosa","ALS","Alamosa, CO","Colorado","42","57","27","21","5.18"
"0.35","2016-04-24","4","24","2016","Colorado Springs","COS","Colorado Springs, CO","Colorado","49","62","35","17","4.51"
"0.2","2016-04-24","4","24","2016","Craig","CAG","Craig, CO","Colorado","46","61","30","21","4.84"
"0.11","2016-04-24","4","24","2016","Denver","DEN","Denver, CO","Colorado","48","60","36","20","7.48"
"0.19","2016-04-24","4","24","2016","Grand Junction","GJT","Grand Junction, CO","Colorado","53","66","39","19","5.82"
"0.23","2016-04-24","4","24","2016","Pueblo","PUB","Pueblo, CO","Colorado","54","69","39","14","4.05"
"0.23","2016-04-24","4","24","2016","Bridgeport","BDR","Bridgeport, CT","Connecticut","58","68","47","25","5.25"
"0.57","2016-04-24","4","24","2016","Windsor Locks","BDL","Windsor Locks, CT","Connecticut","56","71","41","23","5.4"
"0.16","2016-04-24","4","24","2016","Newark","NWK","Newark, DE","DE","60","73","46","27","5.92"
"0.16","2016-04-24","4","24","2016","Wilmington","ILG","Wilmington, DE","Delaware","60","73","46","27","5.92"
"0.83","2016-04-24","4","24","2016","Daytona Beach","DAB","Daytona Beach, FL","Florida","71","80","61","11","5.31"
"0.0","2016-04-24","4","24","2016","Fort Lauderdale","FLL","Fort Lauderdale, FL","Florida","77","83","70","11","11.35"
"0.37","2016-04-24","4","24","2016","Gainesville","GNV","Gainesville, FL","Florida","68","82","54","13","4.31"
"0.58","2016-04-24","4","24","2016","Jacksonville","JAX","Jacksonville, FL","Florida","68","81","54","13","5.75"
"1.1","2016-04-24","4","24","2016","Key West","EYW","Key West, FL","Florida","76","81","71","16","10.27"
"0.03","2016-04-24","4","24","2016","Miami","MIA","Miami, FL","Florida","76","83","70","10","9.28"
"0.01","2016-04-24","4","24","2016","Orlando","MCO","Orlando, FL","Florida","72","84","61","11","7.98"
"0.8","2016-04-24","4","24","2016","Pensacola","PNS","Pensacola, FL","Florida","70","79","62","17","6.21"
"0.58","2016-04-24","4","24","2016","Tallahassee","TLH","Tallahassee, FL","Florida","69","84","54","16","2.88"
"0.1","2016-04-24","4","24","2016","Tampa","TPA","Tampa, FL","Florida","75","84","65","14","4.7"
"0.14","2016-04-24","4","24","2016","Vero Beach","VRB","Vero Beach, FL","Florida","73","81","64","11","8.9"
"0.0","2016-04-24","4","24","2016","West Palm Beach","PBI","West Palm Beach, FL","Florida","77","83","70","11","10.84"
"0.06","2016-04-24","4","24","2016","Alma","AMG","Alma, GA","Georgia","66","81","51","15","3.3"
"0.04","2016-04-24","4","24","2016","Athens","AHN","Athens, GA","Georgia","67","80","52","19","1.5"
"0.31","2016-04-24","4","24","2016","Atlanta","ATL","Atlanta, GA","Georgia","67","78","56","19","4.75"
"0.03","2016-04-24","4","24","2016","Augusta","AGS","Augusta, GA","Georgia","66","82","49","17","2.64"
"0.28","2016-04-24","4","24","2016","Macon","MCN","Macon, GA","Georgia","64","78","51","17","2.6"
"0.72","2016-04-24","4","24","2016","Savannah","SAV","Savannah, GA","Georgia","68","81","54","17","5.2"
"3.85","2016-04-24","4","24","2016","Hilo","ITO","Hilo, HI","Hawaii","74","79","68","23","2.71"
"0.07","2016-04-24","4","24","2016","Honolulu","HNL","Honolulu, HI","Hawaii","77","83","70","5","10.95"
"0.14","2016-04-24","4","24","2016","Kahului","OGG","Kahului, HI","Hawaii","76","84","68","6","12.98"
"0.07","2016-04-24","4","24","2016","Kaunakakai","MKK","Kaunakakai, HI","Hawaii","75","81","68","4","12.31"
"0.07","2016-04-24","4","24","2016","Lihue","LIH","Lihue, HI","Hawaii","76","82","71","6","14.31"
"0.47","2016-04-24","4","24","2016","Boise","BOI","Boise, ID","Idaho","60","73","46","23","6.32"
"0.17","2016-04-24","4","24","2016","Lewiston","LWS","Lewiston, ID","Idaho","62","76","48","20","1.62"
"0.31","2016-04-24","4","24","2016","Pocatello","PIH","Pocatello, ID","Idaho","52","67","37","16","7.62"
"0.49","2016-04-24","4","24","2016","Chicago","ORD","Chicago, IL","Illinois","56","67","45","10","7.34"
"0.89","2016-04-24","4","24","2016","Moline","MLI","Moline, IL","Illinois","59","72","45","11","5.38"
"0.16","2016-04-24","4","24","2016","Peoria","PIA","Peoria, IL","Illinois","62","73","50","12","5.5"
"1.26","2016-04-24","4","24","2016","Quincy","UIN","Quincy, IL","Illinois","62","72","52","18","6.41"
"0.1","2016-04-24","4","24","2016","Rockford","RFD","Rockford, IL","Illinois","58","71","45","13","6.54"
"0.43","2016-04-24","4","24","2016","Springfield","SPI","Springfield, IL","Illinois","63","74","51","17","6.77"
"1.16","2016-04-24","4","24","2016","Evansville","EVV","Evansville, IN","Indiana","63","75","51","19","3.81"
"0.3","2016-04-24","4","24","2016","Fort Wayne","FWA","Fort Wayne, IN","Indiana","59","70","47","17","6.58"
"1.79","2016-04-24","4","24","2016","Indianapolis","IND","Indianapolis, IN","Indiana","63","74","51","16","4.2"
"1.22","2016-04-24","4","24","2016","South Bend","SBN","South Bend, IN","Indiana","58","69","46","18","6.74"
"0.17","2016-04-24","4","24","2016","Cedar Rapids","CID","Cedar Rapids, IA","Iowa","58","68","47","16","7.14"
"0.82","2016-04-24","4","24","2016","Des Moines","DSM","Des Moines, IA","Iowa","61","70","51","19","7.07"
"0.23","2016-04-24","4","24","2016","Dubuque","DBQ","Dubuque, IA","Iowa","57","67","46","12","7.08"
"2.68","2016-04-24","4","24","2016","Sioux City","SUX","Sioux City, IA","Iowa","56","66","45","23","9.11"
"0.57","2016-04-24","4","24","2016","Waterloo","ALO","Waterloo, IA","Iowa","57","68","46","15","7.91"
"0.8","2016-04-24","4","24","2016","Concordia","CNK","Concordia, KS","Kansas","59","69","48","23","10.04"
"0.34","2016-04-24","4","24","2016","Dodge City","DDC","Dodge City, KS","Kansas","56","68","43","21","9.47"
"0.1","2016-04-24","4","24","2016","Goodland","GLD","Goodland, KS","Kansas","52","66","37","25","9.67"
"0.53","2016-04-24","4","24","2016","Medicine Lodge","P28","Medicine Lodge, KS","Kansas","61","74","47","20","8.1"
"2.73","2016-04-24","4","24","2016","Topeka","TOP","Topeka, KS","Kansas","62","71","53","21","6.14"
"1.49","2016-04-24","4","24","2016","Wichita","ICT","Wichita, KS","Kansas","61","73","49","19","9.92"
"0.43","2016-04-24","4","24","2016","Covington","CVG","Covington, KY","Kentucky","63","75","51","15","4.17"
"0.44","2016-04-24","4","24","2016","Jackson","JKL","Jackson, KY","Kentucky","66","78","53","19","0.8"
"0.26","2016-04-24","4","24","2016","Lexington","LEX","Lexington, KY","Kentucky","64","77","51","17","4.02"
"0.58","2016-04-24","4","24","2016","Louisville","SDF","Louisville, KY","Kentucky","68","79","56","19","3.51"
"0.39","2016-04-24","4","24","2016","Paducah","PAH","Paducah, KY","Kentucky","64","77","51","19","3.68"
"0.61","2016-04-24","4","24","2016","Baton Rouge","BTR","Baton Rouge, LA","Louisiana","71","81","60","14","5.2"
"3.65","2016-04-24","4","24","2016","Lake Charles","LCH","Lake Charles, LA","Louisiana","70","78","62","16","6.6"
"0.52","2016-04-24","4","24","2016","New Orleans","MSY","New Orleans, LA","Louisiana","73","81","66","20","7.4"
"7.29","2016-04-24","4","24","2016","Shreveport","SHV","Shreveport, LA","Louisiana","69","78","60","17","3.67"
"0.07","2016-04-24","4","24","2016","Slidell","ASD","Slidell, LA","Louisiana","70","80","59","20","3.87"
"0.13","2016-04-24","4","24","2016","Bangor","BGR","Bangor, ME","Maine","48","61","35","25","7.18"
"0.0","2016-04-24","4","24","2016","Caribou","CAR","Caribou, ME","Maine","43","56","31","31","8.22"
"0.2","2016-04-24","4","24","2016","Portland","PWM","Portland, ME","Maine","50","62","38","25","5.11"
"0.09","2016-04-24","4","24","2016","Baltimore","BWI","Baltimore, MD","Maryland","62","75","48","22","4.44"
"0.2","2016-04-24","4","24","2016","Salisbury","SBY","Salisbury, MD","Maryland","60","75","45","21","5.12"
"0.11","2016-04-24","4","24","2016","Boston","BOS","Boston, MA","Massachusetts","54","63","45","15","4.25"
"0.0","2016-04-24","4","24","2016","Worcester","ORH","Worcester, MA","Massachusetts","55","65","44","21","6.68"
"0.34","2016-04-24","4","24","2016","Alpena","APN","Alpena, MI","Michigan","46","57","34","17","5.52"
"0.26","2016-04-24","4","24","2016","Detroit","DTW","Detroit, MI","Michigan","54","65","43","13","5.4"
"0.14","2016-04-24","4","24","2016","Flint","FNT","Flint, MI","Michigan","54","66","41","12","6.54"
"0.08","2016-04-24","4","24","2016","Grand Rapids","GRR","Grand Rapids, MI","Michigan","56","67","45","13","6.9"
"0.32","2016-04-24","4","24","2016","Houghton Lake","HTL","Houghton Lake, MI","Michigan","50","62","37","18","4.68"
"0.26","2016-04-24","4","24","2016","Lansing","LAN","Lansing, MI","Michigan","54","65","43","12","6.57"
"0.16","2016-04-24","4","24","2016","Marquette","MQT","Marquette, MI","Michigan","41","53","29","0","0.0"
"0.27","2016-04-24","4","24","2016","Muskegon","MKG","Muskegon, MI","Michigan","54","64","43","20","6.6"
"0.34","2016-04-24","4","24","2016","Sault Ste Marie","ANJ","Sault Ste Marie, MI","Michigan","44","53","34","20","4.35"
"1.37","2016-04-24","4","24","2016","Duluth","DLH","Duluth, MN","Minnesota","43","52","35","8","11.0"
"0.43","2016-04-24","4","24","2016","International Falls","INL","International Falls, MN","Minnesota","43","54","32","9","6.01"
"1.23","2016-04-24","4","24","2016","Minneapolis","MSP","Minneapolis, MN","Minnesota","57","66","48","12","8.18"
"0.4","2016-04-24","4","24","2016","Rochester","RST","Rochester, MN","Minnesota","56","66","46","14","9.62"
"1.08","2016-04-24","4","24","2016","St Cloud","STC","St Cloud, MN","Minnesota","54","64","44","11","6.6"
"0.24","2016-04-24","4","24","2016","Greenville","GLH","Greenville, MS","Mississippi","68","77","59","16","5.64"
"0.72","2016-04-24","4","24","2016","Greenwood","GWO","Greenwood, MS","Mississippi","68","78","57","16","3.92"
"0.01","2016-04-24","4","24","2016","Gulfport","GPT","Gulfport, MS","Mississippi","70","79","61","19","6.38"
"0.04","2016-04-24","4","24","2016","Hattiesburg","HBG","Hattiesburg, MS","Mississippi","69","82","56","16","3.62"
"0.31","2016-04-24","4","24","2016","Jackson","JAN","Jackson, MS","Mississippi","68","80","56","21","4.67"
"1.15","2016-04-24","4","24","2016","Meridian","MEI","Meridian, MS","Mississippi","66","79","53","16","3.44"
"0.21","2016-04-24","4","24","2016","Tupelo","TUP","Tupelo, MS","Mississippi","67","78","54","17","3.98"
"2.85","2016-04-24","4","24","2016","Cape Girardeau","CGI","Cape Girardeau, MO","Missouri","64","75","52","19","5.1"
"0.38","2016-04-24","4","24","2016","Columbia","COU","Columbia, MO","Missouri","64","74","53","19","7.18"
"1.67","2016-04-24","4","24","2016","Kansas City","MCI","Kansas City, MO","Missouri","61","70","52","19","8.01"
"0.09","2016-04-24","4","24","2016","Rolla/Vichy","VIH","Rolla/Vichy, MO","Missouri","62","73","51","19","7.95"
"0.02","2016-04-24","4","24","2016","Springfield","SGF","Springfield, MO","Missouri","62","74","51","21","8.01"
"1.13","2016-04-24","4","24","2016","St Joseph","STJ","St Joseph, MO","Missouri","61","70","51","19","7.7"
"0.22","2016-04-24","4","24","2016","St Louis","STL","St Louis, MO","Missouri","67","77","57","19","6.51"
"0.45","2016-04-24","4","24","2016","Billings","BIL","Billings, MT","Montana","53","62","43","19","5.11"
"0.14","2016-04-24","4","24","2016","Butte","BTM","Butte, MT","Montana","48","63","33","22","4.7"
"1.02","2016-04-24","4","24","2016","Cut Bank","CTB","Cut Bank, MT","Montana","49","64","33","22","9.38"
"0.49","2016-04-24","4","24","2016","Dillon","DLN","Dillon, MT","Montana","50","65","35","14","4.71"
"0.52","2016-04-24","4","24","2016","Glasgow","GGW","Glasgow, MT","Montana","52","64","39","8","13.97"
"0.67","2016-04-24","4","24","2016","Great Falls","GTF","Great Falls, MT","Montana","50","65","35","20","3.45"
"0.16","2016-04-24","4","24","2016","Havre","HVR","Havre, MT","Montana","51","67","36","7","7.77"
"0.15","2016-04-24","4","24","2016","Helena","HLN","Helena, MT","Montana","54","68","39","28","4.07"
"0.97","2016-04-24","4","24","2016","Kalispell","GPI","Kalispell, MT","Montana","55","71","38","11","3.51"
"3.3","2016-04-24","4","24","2016","Miles City","MLS","Miles City, MT","Montana","54","64","43","14","8.45"
"0.85","2016-04-24","4","24","2016","Missoula","MSO","Missoula, MT","Montana","55","71","39","23","3.7"
"0.73","2016-04-24","4","24","2016","Grand Island","GRI","Grand Island, NE","Nebraska","56","66","45","25","9.98"
"2.03","2016-04-24","4","24","2016","Lincoln","LNK","Lincoln, NE","Nebraska","60","70","49","19","9.87"
"2.38","2016-04-24","4","24","2016","Norfolk","OFK","Norfolk, NE","Nebraska","55","65","44","25","10.78"
"0.08","2016-04-24","4","24","2016","North Platte","LBF","North Platte, NE","Nebraska","52","66","38","24","8.17"
"2.72","2016-04-24","4","24","2016","Omaha","OMA","Omaha, NE","Nebraska","60","69","51","21","9.92"
"0.06","2016-04-24","4","24","2016","Scottsbluff","BFF","Scottsbluff, NE","Nebraska","51","65","36","23","6.64"
"0.02","2016-04-24","4","24","2016","Sidney","SNY","Sidney, NE","Nebraska","49","64","33","26","9.07"
"0.21","2016-04-24","4","24","2016","Valentine","VTN","Valentine, NE","Nebraska","52","66","38","21","9.35"
"0.36","2016-04-24","4","24","2016","Ely","ELY","Ely, NV","Nevada","46","63","28","17","8.54"
"0.57","2016-04-24","4","24","2016","Eureka","P68","Eureka, NV","Nevada","49","66","32","16","5.54"
"0.0","2016-04-24","4","24","2016","Las Vegas","LAS","Las Vegas, NV","Nevada","73","85","61","17","5.3"
"0.0","2016-04-24","4","24","2016","Mercury","DRA","Mercury, NV","Nevada","66","81","50","19","7.4"
"0.1","2016-04-24","4","24","2016","Reno","RNO","Reno, NV","Nevada","57","71","42","23","5.95"
"0.12","2016-04-24","4","24","2016","Winnemucca","WMC","Winnemucca, NV","Nevada","51","70","31","18","4.81"
"0.03","2016-04-24","4","24","2016","Concord","CON","Concord, NH","New Hampshire","53","68","37","27","5.57"
"0.0","2016-04-24","4","24","2016","Mt. Washington","MWN","Mt. Washington, NH","New Hampshire","60","60","60","28","31.42"
"0.15","2016-04-24","4","24","2016","Atlantic City","ACY","Atlantic City, NJ","New Jersey","58","71","45","20","5.04"
"0.04","2016-04-24","4","24","2016","Newark","EWR","Newark, NJ","New Jersey","63","75","50","27","7.47"
"0.04","2016-04-24","4","24","2016","Albuquerque","ABQ","Albuquerque, NM","New Mexico","59","73","44","20","6.38"
"0.42","2016-04-24","4","24","2016","Clayton","CAO","Clayton, NM","New Mexico","54","69","39","23","9.41"
"0.0","2016-04-24","4","24","2016","Roswell","ROW","Roswell, NM","New Mexico","64","81","47","22","6.17"
"0.03","2016-04-24","4","24","2016","Albany","ALB","Albany, NY","New York","55","68","41","21","6.21"
"0.1","2016-04-24","4","24","2016","Binghamton","BGM","Binghamton, NY","New York","51","63","40","31","6.74"
"0.0","2016-04-24","4","24","2016","Buffalo","BUF","Buffalo, NY","New York","53","63","42","11","6.54"
"0.05","2016-04-24","4","24","2016","Glens Falls","GFL","Glens Falls, NY","New York","52","66","39","13","5.55"
"0.33","2016-04-24","4","24","2016","Islip","ISP","Islip, NY","New York","57","67","47","26","7.21"
"0.14","2016-04-24","4","24","2016","New York","LGA","New York, NY","New York","62","71","52","23","6.6"
"0.03","2016-04-24","4","24","2016","Rochester","ROC","Rochester, NY","New York","52","64","39","18","5.91"
"0.0","2016-04-24","4","24","2016","Syracuse","SYR","Syracuse, NY","New York","52","65","38","28","5.62"
"0.31","2016-04-24","4","24","2016","Asheville","AVL","Asheville, NC","North Carolina","61","74","48","21","4.55"
"0.63","2016-04-24","4","24","2016","Cape Hatteras","HSE","Cape Hatteras, NC","North Carolina","63","71","55","19","5.71"
"0.34","2016-04-24","4","24","2016","Charlotte","CLT","Charlotte, NC","North Carolina","66","79","53","19","4.68"
"0.42","2016-04-24","4","24","2016","Greensboro","GSO","Greensboro, NC","North Carolina","66","77","54","21","5.31"
"0.18","2016-04-24","4","24","2016","Hickory","HKY","Hickory, NC","North Carolina","65","77","52","23","3.52"
"1.02","2016-04-24","4","24","2016","Raleigh/Durham","RDU","Raleigh/Durham, NC","North Carolina","66","78","54","20","4.61"
"0.87","2016-04-24","4","24","2016","Wilmington","ILM","Wilmington, NC","North Carolina","66","79","53","17","6.28"
"1.9","2016-04-24","4","24","2016","Bismarck","BIS","Bismarck, ND","North Dakota","49","61","37","6","11.77"
"0.87","2016-04-24","4","24","2016","Dickinson","DIK","Dickinson, ND","North Dakota","46","58","34","10","12.12"
"1.16","2016-04-24","4","24","2016","Fargo","FAR","Fargo, ND","North Dakota","50","59","41","13","10.44"
"0.43","2016-04-24","4","24","2016","Grand Forks","GFK","Grand Forks, ND","North Dakota","48","58","38","12","12.02"
"0.95","2016-04-24","4","24","2016","Williston","ISN","Williston, ND","North Dakota","50","60","38","10","10.4"
"0.53","2016-04-24","4","24","2016","Akron","CAK","Akron, OH","Ohio","57","67","45","19","5.58"
"0.1","2016-04-24","4","24","2016","Cleveland","CLE","Cleveland, OH","Ohio","55","65","44","13","5.65"
"0.08","2016-04-24","4","24","2016","Columbus","CMH","Columbus, OH","Ohio","60","71","49","21","4.64"
"0.28","2016-04-24","4","24","2016","Dayton","DAY","Dayton, OH","Ohio","61","72","49","14","5.9"
"0.26","2016-04-24","4","24","2016","Mansfield","MFD","Mansfield, OH","Ohio","56","67","44","19","5.72"
"0.61","2016-04-24","4","24","2016","Toledo","TOL","Toledo, OH","Ohio","54","65","43","10","5.71"
"0.46","2016-04-24","4","24","2016","Youngstown/Warren","YNG","Youngstown/Warren, OH","Ohio","55","67","42","24","5.32"
"0.36","2016-04-24","4","24","2016","Gage","GAG","Gage, OK","Oklahoma","61","75","47","22","10.27"
"1.3","2016-04-24","4","24","2016","Oklahoma City","OKC","Oklahoma City, OK","Oklahoma","63","73","52","24","8.65"
"0.78","2016-04-24","4","24","2016","Ponca City","PNC","Ponca City, OK","Oklahoma","63","74","51","24","6.12"
"2.45","2016-04-24","4","24","2016","Tulsa","TUL","Tulsa, OK","Oklahoma","65","75","55","22","6.51"
"0.88","2016-04-24","4","24","2016","Astoria","AST","Astoria, OR","Oregon","56","63","47","24","4.71"
"0.0","2016-04-24","4","24","2016","Burns","BNO","Burns, OR","Oregon","48","69","32","23","5.2"
"1.33","2016-04-24","4","24","2016","Eugene","EUG","Eugene, OR","Oregon","58","70","45","21","3.2"
"0.27","2016-04-24","4","24","2016","Medford","MFR","Medford, OR","Oregon","60","72","47","31","2.6"
"0.16","2016-04-24","4","24","2016","Pendleton","PDT","Pendleton, OR","Oregon","61","75","46","20","7.07"
"0.72","2016-04-24","4","24","2016","Portland","PDX","Portland, OR","Oregon","62","74","51","24","3.07"
"0.07","2016-04-24","4","24","2016","Redmond","RDM","Redmond, OR","Oregon","53","70","35","28","4.51"
"0.95","2016-04-24","4","24","2016","Salem","SLE","Salem, OR","Oregon","60","72","47","24","3.08"
"0.03","2016-04-24","4","24","2016","Allentown","ABE","Allentown, PA","Pennsylvania","58","73","43","28","4.78"
"0.0","2016-04-24","4","24","2016","Erie","ERI","Erie, PA","Pennsylvania","51","62","40","12","6.01"
"0.22","2016-04-24","4","24","2016","Harrisburg","MDT","Harrisburg, PA","Pennsylvania","59","72","46","26","4.05"
"0.11","2016-04-24","4","24","2016","Philadelphia","PHL","Philadelphia, PA","Pennsylvania","62","74","50","27","6.58"
"0.11","2016-04-24","4","24","2016","Pittsburgh","PIT","Pittsburgh, PA","Pennsylvania","60","71","49","25","4.95"
"0.1","2016-04-24","4","24","2016","Wilkes-Barre/Scranton","AVP","Wilkes-Barre/Scranton, PA","Pennsylvania","55","69","41","27","5.45"
"0.06","2016-04-24","4","24","2016","Williamsport","IPT","Williamsport, PA","Pennsylvania","55","70","40","25","3.4"
"7.61","2016-04-24","4","24","2016","San Juan","SJU","San Juan, PR","Puerto Rico","80","85","75","7","6.54"
"0.19","2016-04-24","4","24","2016","Providence","PVD","Providence, RI","Rhode Island","56","68","43","22","5.41"
"0.25","2016-04-24","4","24","2016","Anderson","AND","Anderson, SC","South Carolina","66","80","52","12","3.72"
"0.16","2016-04-24","4","24","2016","Charleston","CHS","Charleston, SC","South Carolina","69","82","55","22","5.21"
"0.68","2016-04-24","4","24","2016","Columbia","CAE","Columbia, SC","South Carolina","69","83","55","20","4.04"
"0.33","2016-04-24","4","24","2016","Greer","GSP","Greer, SC","South Carolina","66","79","53","17","3.82"
"1.2","2016-04-24","4","24","2016","Aberdeen","ABR","Aberdeen, SD","South Dakota","53","66","40","13","10.37"
"0.63","2016-04-24","4","24","2016","Huron","HON","Huron, SD","South Dakota","53","66","41","24","8.24"
"1.07","2016-04-24","4","24","2016","Pierre","PIR","Pierre, SD","South Dakota","52","65","39","24","9.02"
"0.12","2016-04-24","4","24","2016","Rapid City","RAP","Rapid City, SD","South Dakota","51","63","38","25","9.84"
"2.25","2016-04-24","4","24","2016","Sioux Falls","FSD","Sioux Falls, SD","South Dakota","55","66","43","18","8.64"
"0.56","2016-04-24","4","24","2016","Bristol/Jhnsn Cty/Kngsprt","TRI","Bristol/Jhnsn Cty/Kngsprt, TN","Tennessee","62","77","46","22","2.55"
"0.25","2016-04-24","4","24","2016","Chattanooga","CHA","Chattanooga, TN","Tennessee","67","80","54","18","2.54"
"0.67","2016-04-24","4","24","2016","Clarksville","CKV","Clarksville, TN","Tennessee","63","75","51","22","3.3"
"0.83","2016-04-24","4","24","2016","Crossville","CSV","Crossville, TN","Tennessee","67","79","54","18","3.71"
"0.49","2016-04-24","4","24","2016","Knoxville","TYS","Knoxville, TN","Tennessee","67","79","54","19","3.85"
"1.73","2016-04-24","4","24","2016","Memphis","MEM","Memphis, TN","Tennessee","68","77","59","17","4.85"
"0.22","2016-04-24","4","24","2016","Nashville","BNA","Nashville, TN","Tennessee","67","80","53","24","4.0"
"1.36","2016-04-24","4","24","2016","Oak Ridge","OQT","Oak Ridge, TN","Tennessee","66","80","52","15","1.17"
"1.46","2016-04-24","4","24","2016","Abilene","ABI","Abilene, TX","Texas","64","73","54","24","6.81"
"1.37","2016-04-24","4","24","2016","Amarillo","AMA","Amarillo, TX","Texas","59","73","45","17","9.18"
"2.21","2016-04-24","4","24","2016","Austin/Bergstrom","AUS","Austin/Bergstrom, TX","Texas","69","79","58","7","3.87"
"2.12","2016-04-24","4","24","2016","Austin/City","ATT","Austin/City, TX","Texas","70","80","60","12","1.9"
"5.9","2016-04-24","4","24","2016","Beaumont/Port Arthur","BPT","Beaumont/Port Arthur, TX","Texas","71","79","62","16","6.02"
"3.04","2016-04-24","4","24","2016","Brownsville","BRO","Brownsville, TX","Texas","76","85","68","10","7.24"
"0.67","2016-04-24","4","24","2016","Childress","CDS","Childress, TX","Texas","64","76","52","13","7.57"
"2.73","2016-04-24","4","24","2016","College Station","CLL","College Station, TX","Texas","70","79","61","18","3.95"
"2.95","2016-04-24","4","24","2016","Corpus Christi","CRP","Corpus Christi, TX","Texas","75","83","68","10","8.28"
"1.13","2016-04-24","4","24","2016","Dalhart","DHT","Dalhart, TX","Texas","58","71","43","18","8.87"
"3.22","2016-04-24","4","24","2016","Dallas","DAL","Dallas, TX","Texas","69","78","60","21","5.75"
"2.09","2016-04-24","4","24","2016","Dallas-Fort Worth","DFW","Dallas-Fort Worth, TX","Texas","70","78","60","20","6.45"
"2.28","2016-04-24","4","24","2016","Del Rio","DRT","Del Rio, TX","Texas","72","80","64","14","6.65"
"0.0","2016-04-24","4","24","2016","El Paso","ELP","El Paso, TX","Texas","70","84","56","20","7.45"
"2.6","2016-04-24","4","24","2016","Fort Worth","FTW","Fort Worth, TX","Texas","69","77","60","19","6.27"
"2.3","2016-04-24","4","24","2016","Galveston","GLS","Galveston, TX","Texas","72","77","67","16","7.97"
"7.25","2016-04-24","4","24","2016","Houston","HOU","Houston, TX","Texas","72","79","64","16","3.57"
"0.44","2016-04-24","4","24","2016","Lubbock","LBB","Lubbock, TX","Texas","64","78","50","12","7.88"
"0.1","2016-04-24","4","24","2016","Midland","MAF","Midland, TX","Texas","68","81","55","12","8.92"
"0.68","2016-04-24","4","24","2016","San Angelo","SJT","San Angelo, TX","Texas","65","76","55","10","6.1"
"2.2","2016-04-24","4","24","2016","San Antonio","SAT","San Antonio, TX","Texas","71","80","61","8","4.84"
"2.65","2016-04-24","4","24","2016","Victoria","VCT","Victoria, TX","Texas","72","81","62","13","5.28"
"3.1","2016-04-24","4","24","2016","Waco","ACT","Waco, TX","Texas","68","78","58","17","4.74"
"2.41","2016-04-24","4","24","2016","Wichita Falls","SPS","Wichita Falls, TX","Texas","64","75","54","26","7.55"
"0.24","2016-04-24","4","24","2016","Salt Lake City","SLC","Salt Lake City, UT","Utah","60","71","49","16","5.57"
"0.21","2016-04-24","4","24","2016","Blacksburg","BCB","Blacksburg, VA","VA","64","77","50","22","4.85"
"0.34","2016-04-24","4","24","2016","Burlington","BTV","Burlington, VT","Vermont","49","61","38","32","6.78"
"0.36","2016-04-24","4","24","2016","Lynchburg","LYH","Lynchburg, VA","Virginia","62","75","47","15","3.6"
"0.65","2016-04-24","4","24","2016","Norfolk","ORF","Norfolk, VA","Virginia","62","74","51","13","6.38"
"0.6","2016-04-24","4","24","2016","Richmond","RIC","Richmond, VA","Virginia","63","77","48","22","6.22"
"0.21","2016-04-24","4","24","2016","Roanoke","ROA","Roanoke, VA","Virginia","64","77","50","22","4.85"
"0.1","2016-04-24","4","24","2016","Wallops Island","WAL","Wallops Island, VA","Virginia","59","71","47","19","5.57"
"0.26","2016-04-24","4","24","2016","Washington","DCA","Washington, VA","Virginia","64","75","53","22","6.0"
